id,name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,approx_cost,type
46179,Troll,Yes,No,3.8,103,Indiranagar,Dessert Parlor,"Ice Cream Roll, Oreo Ice Cream, Rolls, Chocolate Peanut Butter, Nutella Cookie","Desserts, Ice Cream",300.0,Delivery
46191,Kumbakonam Degree Coffee,No,No,3.8,67,Indiranagar,Quick Bites,"Filter Coffee, Mini Idlis","South Indian, Fast Food",200.0,Delivery
46201,Step Right Up,Yes,No,4.1,161,Vasanth Nagar,Cafe,"Burgers, Peri Peri Fries, Exotic Pizza, Sandwiches, Veggie Pizza, White Sauce Pasta, French Fries","Cafe, Italian",300.0,Delivery
46203,Happy Belly Bakes,Yes,No,4.1,253,Frazer Town,"Bakery, Cafe","Hot Chocolate, Brownie, Chocolate Truffle, Apple Tart, Cup Cake, Macaroon, Chocolate Cake","Bakery, Cafe",350.0,Delivery
46276,Manjit Da Dhaba,Yes,No,4.3,787,Frazer Town,Quick Bites,"Lassi, Shahi Paneer, Kheer, Paneer Bhurji, Methi Paratha, Paneer Parantha, Stuffed Paratha",North Indian,300.0,Delivery
46298,Gundappa Donne Biryani,No,No,2.6,91,Indiranagar,Quick Bites,"Donne Biryani, Chilli Chicken, Chicken Guntur, Mutton Biryani, Mutton Thali, Chicken Biryani",Biryani,300.0,Delivery
46316,Vasudev Adiga's,No,No,2.5,301,MG Road,Quick Bites,"Filter Coffee, Rava Dosa, Masala Dosa, Tea, Pav Bhaji, Manchurian, Dahi Vada","South Indian, North Indian, Chinese, Street Food",250.0,Delivery
46645,Banchharam,No,No,3.9,67,Ulsoor,Quick Bites,"Rasgulla, Mishti Doi, Samosa, Kheer Kadam, Veg Cutlet, Rasmalai","Street Food, Mithai",200.0,Desserts
46706,Thom's Bakery,No,No,4.1,215,Frazer Town,"Bakery, Quick Bites","Plum Cake, Burgers, Sandwiches, Donut, Mutton Samosa, Sponge Cake, Baked Bread","Bakery, Fast Food",200.0,Desserts
47392,Sendhoor Coffee,No,No,3.9,54,Indiranagar,Quick Bites,"Tea, Tomato Rice, Vada, Pongal, Filter Coffee, Idli, Biryani","Coffee, South Indian",200.0,Dine-out
47411,Pathaan Sir,Yes,No,3.4,157,Indiranagar,Quick Bites,"Rolls, French Fries, Chicken Momo, Roti, Pulpy Grape Juice, Mutton Keema, Chicken Kebab","Rolls, Chinese",300.0,Dine-out
47412,The Chennai Express,No,No,3.8,171,Indiranagar,Quick Bites,"Idli, Filter Coffee, Vada Curry, Podi Dosa, Sweet Pongal","South Indian, Chinese, North Indian",250.0,Dine-out
47716,Chaiywaala Da Dhaba,Yes,No,3.7,67,New BEL Road,Cafe,"Ginger Chai, Pakoda, Tea, Paneer Thali, Chole Bhature","Cafe, Tea",250.0,Cafes
47737,New Oottupura Restaurant,Yes,No,3.5,226,New BEL Road,Quick Bites,"Kerala Parotta, Shawarma",Kerala,300.0,Delivery
47762,Zam Zam Kabab House,Yes,No,3.4,90,Yeshwantpur,Quick Bites,"Biryani, Rumali Roti, Chicken Noodle","North Indian, Chinese",300.0,Delivery
47772,Lassi Shop,Yes,No,3.8,76,Sahakara Nagar,"Beverage Shop, Quick Bites","Lassi, Faluda, Kulfi","Beverages, Juices, Ice Cream, Fast Food",100.0,Delivery
47801,KHOPCHA,Yes,No,4.0,154,Sahakara Nagar,Takeaway,"Veggie Roll, Noodles, Prawn Rolls, Manchurian, Chicken Roll","Fast Food, Rolls, Kebab",200.0,Delivery
47805,Shanthi Sagar,Yes,No,3.9,111,New BEL Road,Quick Bites,"Vada, Coffee, Vegetable Biryani, Idli, Cheese Masala Dosa, Chole Bhature","South Indian, Chinese, North Indian",300.0,Delivery
47819,Fresh Veg,Yes,No,2.7,94,New BEL Road,Quick Bites,"Chaat, Lassi, Tawa Pulav, Potato Twister, Dal Makhani, Chole Bhature, Rajma","Street Food, North Indian",300.0,Delivery
47832,Chetty's Coffee,Yes,No,3.9,267,New BEL Road,Quick Bites,"Filter Coffee, Vada, Chai, Caramel Coffee, Masala Dosa, Kesari Bath, Veg Dosa",South Indian,200.0,Delivery
47837,Mad Over Fries,Yes,No,3.4,43,New BEL Road,Quick Bites,"Tandoori Fries, Pizza Fries","Fast Food, Beverages",350.0,Delivery
47868,Ibaco,Yes,No,3.9,81,New BEL Road,Dessert Parlor,Icecream Cake,Desserts,300.0,Delivery
47872,KA 12 - Flavour Of Coorg,Yes,No,4.0,105,New BEL Road,Quick Bites,"Chicken Curry, Akki Rottis, Pork Curry, Chilli Pork, Roti, Neer Dosa",South Indian,300.0,Delivery
47937,Shree Mahalakshmi Sweets,Yes,No,3.6,34,Sahakara Nagar,Takeaway,"Samosa, Badam Milk","Mithai, Street Food",100.0,Delivery
47957,Bikaner Sweets,Yes,No,3.7,63,Sahakara Nagar,Sweet Shop,"Chole Bhature, Panipuri, Pav Bhaji, Chaat","Mithai, Street Food",150.0,Delivery
47959,Cheta's Kitchen,Yes,No,3.9,78,Yelahanka,Quick Bites,"Appam, Fish Curry, Fish Fry, Pothichoru","Kerala, South Indian, Seafood",350.0,Delivery
47960,Natural Ice Cream,No,No,4.3,273,New BEL Road,Dessert Parlor,"Waffle Cone, Chocolate Icecreams, Tender Coconut Ice Cream, Coffee Walnut, Custard Apple","Ice Cream, Beverages",200.0,Delivery
48105,Kusum Rolls,Yes,No,3.6,76,New BEL Road,Quick Bites,"Rolls, Paneer Roll, Chicken Egg Roll, Double Egg Roll",Street Food,300.0,Delivery
48124,The Waffle Yard,No,No,4.2,149,New BEL Road,"Dessert Parlor, Quick Bites","Nutella Waffle, Chocolate Waffles, Banana Caramel","Desserts, Fast Food",300.0,Desserts
48155,Sri Krishna Bhavan Sweets,No,No,3.9,56,Sanjay Nagar,"Sweet Shop, Quick Bites","Fruit Juices, Chaat","Mithai, Street Food",350.0,Desserts
48272,Delhi Mess,Yes,No,4.1,500,New BEL Road,Quick Bites,"Aloo Paratha, Roti, Butter Chicken","North Indian, Chinese",300.0,Dine-out
48314,Chaat Street,Yes,No,4.1,675,New BEL Road,Quick Bites,"Chaat, Pav Bhaji, Bhel Puri, Dahipuri, Vada Pav, Raj Kachori, Samosa","Street Food, North Indian",250.0,Dine-out
48410,Wok Chow,Yes,No,3.9,164,Sanjay Nagar,Quick Bites,"Momos, Shanghai Chicken","Chinese, Thai, Momos",300.0,Dine-out
48583,A 1 Pizza and Food,Yes,No,2.8,215,Old Airport Road,Delivery,Pizza,"Pizza, Chinese, North Indian",300.0,Delivery
48587,Dal Roti Sabji,Yes,No,4.1,86,Indiranagar,Quick Bites,"Kadhai Paneer, Paratha",North Indian,150.0,Delivery
48596,Bharpur Aahar,Yes,No,3.9,419,Jeevan Bhima Nagar,Quick Bites,Biryani,"North Indian, Chinese",200.0,Delivery
48600,Chowpatty,Yes,No,3.9,929,Indiranagar,Quick Bites,"Pav Bhaji, Gulab Jamun, Chaat, Paratha, Vada Pav, Buttermilk, Thali","North Indian, Fast Food, Street Food",300.0,Delivery
48611,Sagar Deluxe,Yes,No,3.4,161,Jeevan Bhima Nagar,Quick Bites,"Idli Vada, Masala Dosa, Filter Coffee, Curd Rice","South Indian, North Indian, Chinese",350.0,Delivery
48614,Delite Chaat House,Yes,No,4.0,454,Indiranagar,Quick Bites,"Chaat, Dabeli, Pav Bhaji, Sandwiches, Farsan, Sandwich, Vada Pav","Street Food, Gujarati",300.0,Delivery
48623,Motis Kitchen,Yes,No,4.1,563,Thippasandra,Quick Bites,"Biryani, Roast Beef, Chicken Curry, Tea, Pazham Pori, Fish Fry, Beef Fry","South Indian, Kerala, Biryani",350.0,Delivery
48637,Kya Khaoge,Yes,No,3.8,69,Old Airport Road,Delivery,"Bhatti Chicken, Chole, Shahi Tukda","North Indian, Chinese",300.0,Delivery
48638,Andal Mess,Yes,No,3.2,136,Indiranagar,Mess,"Chicken Kothu Paratha, Dindigul Biryani, Chicken Chukka, Plain Dosa, Mutton Biryani","South Indian, North Indian",300.0,Delivery
48643,Donne Biriyani Mane,Yes,No,3.8,149,Indiranagar,Quick Bites,"Donne Biryani, Pepper Chicken, Chicken Biryani Combo, Chicken Fry","Biryani, Mughlai",350.0,Delivery
48649,Punjabi's Food Corner,Yes,No,3.6,89,CV Raman Nagar,Quick Bites,Roti,"North Indian, Chinese",250.0,Delivery
48664,Cheesy Juicy Burgers,Yes,No,3.8,85,Indiranagar,Quick Bites,"Burgers, French Fries, Garlic Bread, Sandwiches, Cheesy Juicy Burger, Veg Burger","Fast Food, Burger, Sandwich, Beverages",300.0,Delivery
48667,Namma Madurai,Yes,No,3.0,179,Kaggadasapura,Quick Bites,"Appam, Masala Dosa, Tea, Coffee",South Indian,200.0,Delivery
48675,Brownie Heaven,Yes,No,4.3,132,Indiranagar,Dessert Parlor,"Mocha Fudge, Red Velvet Brownie, Salted Caramel, Brownie Chocolate",Desserts,300.0,Delivery
48686,Cream Stone,Yes,No,4.2,743,Indiranagar,Dessert Parlor,"Chocolate Icecreams, Coffee Craze, Chocolava, Ferrero Rocher, Waffles, Nutella Brownie, Tiramisu","Desserts, Beverages",300.0,Delivery
48693,PreRit's Food Factory,Yes,No,3.7,74,Indiranagar,Delivery,"Biryani, Kerala Parotta, Chilli Chicken, Paratha","North Indian, Chinese",300.0,Delivery
48709,Indiana Burgers,Yes,No,3.2,50,Domlur,Delivery,"Burgers, Chicken Whopper Burger",Burger,300.0,Delivery
48718,Srinidhi Sagar,Yes,No,3.9,164,Old Airport Road,Quick Bites,"Masala Dosa, Rava Dosa, Rava Idli, Filter Coffee, Vada, Kesari Bath, Veg Sandwich","South Indian, North Indian, Chinese",250.0,Delivery
48733,Lassi Shop,Yes,No,4.0,215,Jeevan Bhima Nagar,Beverage Shop,"Faluda, Mango Lassi, Fruit Lassi, Sweet Lassi","Beverages, Juices, Ice Cream",100.0,Delivery
48774,Snacks Joint,Yes,No,3.7,186,Jeevan Bhima Nagar,Quick Bites,"Samosa, Poha, Chaat, Ginger Tea, Chhole Bhature, Chole, Aloo Tikki",Fast Food,150.0,Delivery
48788,Roll Er Dokaan,Yes,No,3.9,139,Jeevan Bhima Nagar,Quick Bites,"Rolls, Paratha, Double Egg Roll","Street Food, Rolls",300.0,Delivery
48833,Sabari Juice Junction,Yes,No,4.1,132,Jeevan Bhima Nagar,Beverage Shop,"Sandwiches, Fruit Juices, Oreo Shake, Sandwich","Beverages, Sandwich",250.0,Delivery
48842,Grill Hut,Yes,No,3.6,84,Kaggadasapura,Quick Bites,"Rolls, Chicken Roll, Chicken Baida Roti","Fast Food, Rolls",350.0,Delivery
48863,Ibaco,Yes,No,4.0,292,Indiranagar,Dessert Parlor,"Icecream Cake, Almond Crunch, Cream Cake, Belgian Chocoholic",Desserts,300.0,Delivery
48867,Mother's Meal,Yes,No,3.8,134,CV Raman Nagar,Quick Bites,"Sweet Lassi, Thali, Kadhai Paneer, Kadhi, Aloo Paratha, Paneer Bhurji, Chole",North Indian,200.0,Delivery
48881,GMT - Gelateria Montecatini Terme,Yes,No,4.4,282,Indiranagar,Dessert Parlor,"Gelato Ice Cream, Chocolate Icecreams, Tiramisu, Coffee, Italian Icecream, Caramel Ice Cream, Waffle Cone","Desserts, Ice Cream",300.0,Delivery
48893,Gooey & Fluffy,Yes,No,3.9,90,Thippasandra,Delivery,Salted Caramel Brownie,"Desserts, Bakery",200.0,Delivery
48912,Sethji Home Made Food,Yes,No,3.5,229,Indiranagar,Quick Bites,"Paratha, Gulab Jamun, Sweet Lassi, Paneer Bhurji, Chaach, Paneer Parantha, Raita",North Indian,350.0,Delivery
48974,Kartik's Mithai Shoppe,Yes,No,4.1,112,Indiranagar,"Quick Bites, Sweet Shop","Chaat, Panipuri, Chole Bhature, Rasmalai, Chhole Bhature, Sev Puri, Samosa","Mithai, Street Food",150.0,Delivery
48979,Spicy Corner,Yes,No,3.9,190,Jeevan Bhima Nagar,Quick Bites,"Noodles, Paneer Manchurian, Chaat, Paratha, Paneer Fried Rice, Babycorn Manchurian","Street Food, Fast Food",250.0,Delivery
48988,Johny's Kitchen,Yes,No,4.1,60,Jeevan Bhima Nagar,Quick Bites,"Chole, Veg Thali","North Indian, South Indian",300.0,Delivery
49032,Chetty's Coffee,Yes,No,3.9,45,Indiranagar,Quick Bites,"Vada, Kesari Bath, Filter Coffee",South Indian,150.0,Delivery
49065,Ramji Chaiwale,Yes,No,3.9,124,Old Airport Road,Quick Bites,"Sandwiches, Maggi, Ginger Chai, Samosa, Ginger Tea, Kesar Chai, Masala Chai","Beverages, Fast Food",250.0,Delivery
49068,Chatora Singh,Yes,No,3.9,44,Old Airport Road,Quick Bites,"Chaat, Panipuri, Rajma Chawal, Dahi Bhalle, Dhokla, Thepla","North Indian, Fast Food",200.0,Delivery
49073,Bun Maska Chai,Yes,No,3.9,122,Jeevan Bhima Nagar,Quick Bites,"Poha, Bun Maskas, Ginger Chai, Sabudana Khichdi, Vada Pav, Paneer Akuri, Tea","Street Food, Fast Food",250.0,Delivery
49109,Samosa Party,Yes,No,4.1,374,Jeevan Bhima Nagar,Quick Bites,"Ginger Tea, Cheesy Samosa, Ginger Chai, Masala Tea, Indori Poha, Chocolate Samosa, Chicken Samosa","Street Food, Fast Food",150.0,Delivery
49141,Achayyan's,Yes,No,3.8,410,Indiranagar,Quick Bites,"Beef Fry, Kerala Parotta, Fish, Roast Beef, Appam, Crab Toast, Mackerel Fry","Kerala, South Indian",350.0,Delivery
49224,The ThickShake Factory,No,No,4.0,124,Indiranagar,Beverage Shop,"Thick Shakes, Pineapple Passion","Beverages, Juices",350.0,Delivery
49229,Madurai Idly Shop,No,No,3.8,731,Indiranagar,Quick Bites,"Vada, Coffee, Masala Dosa, Idli, Tea, Podi Dosa, Pongal",South Indian,200.0,Delivery
49240,Calcutta Victoria Chat House,No,No,3.6,219,Jeevan Bhima Nagar,Quick Bites,"Chaat, Pav Bhaji, Panipuri, Kheer, Jalebi, Tea, Dahipuri",Street Food,150.0,Delivery
49273,Allahabadi Tadaka,No,No,3.0,47,Domlur,Casual Dining,Dal Tadka,North Indian,250.0,Delivery
49310,White Olives,No,No,3.4,32,Thippasandra,Delivery,"Dal Fry, Ghee Rice","Chinese, North Indian",300.0,Delivery
49404,Natural Ice Cream,No,No,4.6,945,Indiranagar,Dessert Parlor,"Mango Ice Cream, Coffee, Chocolate Icecreams, Tender Coconut Ice Cream, Kala Jamun, Kesar Pista, Malai Korma","Ice Cream, Beverages",200.0,Desserts
49492,Sri Udupi Park,Yes,No,3.7,449,Old Airport Road,Casual Dining,"Masala Dosa, Filter Coffee, Tea, Kadhai Paneer, Chaat, Panneer Butter Masala, Vada","South Indian, North Indian, Chinese, Beverages",300.0,Dine-out
49524,Bhookha Sher,Yes,No,3.2,35,Old Airport Road,Quick Bites,Coffee,"North Indian, Fast Food",350.0,Dine-out
49614,Cafe Grill,Yes,No,4.1,506,Jeevan Bhima Nagar,Quick Bites,"Shawarma, Rolls, Chicken Grill, Kathi Roll, Chicken Biryani, Paneer Roll, Chicken Shawarama","Chinese, North Indian, Rolls",300.0,Dine-out
49617,Red Kitchen,Yes,No,3.4,155,Jeevan Bhima Nagar,Quick Bites,"Biryani, Chicken Kebab","North Indian, South Indian, Chinese",200.0,Dine-out
49752,Chai Days,Yes,No,4.5,134,Indiranagar,Cafe,"Banana Cake, Ginger Tea, Samosa, Masala Chai, Saffron Chai, Banana Walnut, Ginger Chai","Cafe, Tea, Beverages, Fast Food",200.0,Dine-out
49830,Cita Pani,Yes,Yes,3.9,56,Indiranagar,Quick Bites,"Peri Peri Chicken, Shawarma, Biryani, Rolls","Biryani, North Indian, Arabian",350.0,Dine-out
49843,Cafe Srinidhi,No,No,3.1,91,Indiranagar,Quick Bites,Coffee,"South Indian, North Indian, Fast Food, Street Food",200.0,Dine-out
49848,Sri Krishna Sagar,No,No,3.7,66,Domlur,Quick Bites,"Vada, Rava Masala Dosa, Biryani","South Indian, North Indian, Street Food, Chinese, Beverages",150.0,Dine-out
50167,Gowdru Hotel,Yes,No,3.9,1176,Vijay Nagar,Quick Bites,"Biryani, Chicken Fry","Biryani, South Indian",250.0,Delivery
50169,Kaati Zone,Yes,No,3.8,252,Malleshwaram,Quick Bites,"Rolls, Veggie Roll, Chicken Biryani, Paneer Tikka Roll, Wheat Roll","Fast Food, Biryani, Rolls",350.0,Delivery
50171,Dhanalakshmi Grand,Yes,No,4.0,73,Malleshwaram,Quick Bites,Masala Dosa,"South Indian, North Indian",300.0,Delivery
50174,Gullu's Chat,Yes,No,3.6,600,Seshadripuram,Quick Bites,"Chaat, Panipuri, Masala Poori, Pav Bhaji, Bhel Puri, Pizza, Dahi Papdi","Fast Food, Street Food, Juices",250.0,Delivery
50185,South Idlis,Yes,No,4.0,287,Rajajinagar,Quick Bites,"Vada, Thatte Idli, Kesari Bath",South Indian,150.0,Delivery
50203,Karavali Lunch Home,Yes,No,4.0,173,Malleshwaram,Quick Bites,"Neer Dosa, Fish Curry, Chicken Sukha, Rawas Fry, Thali, Fish Rava Fry","South Indian, Seafood",300.0,Delivery
50227,Kabab Palace,Yes,No,3.8,74,Rajajinagar,Quick Bites,"French Chicken, Roti, Biryani","North Indian, Chinese, Kebab",350.0,Delivery
50257,Krispy Kreme,Yes,No,4.1,197,Malleshwaram,Dessert Parlor,"Donut, Cappuccino, Coffee, Custard, Hot Chocolate, Chocolate Dreamcake, Cookie Crunch","Desserts, Beverages",300.0,Delivery
50298,Rolling Waffles,Yes,No,3.8,35,Basaveshwara Nagar,Dessert Parlor,"Waffles, Nutella Waffle",Desserts,250.0,Delivery
50299,Antarastriya,Yes,No,3.9,462,Malleshwaram,Quick Bites,"Pasta, Momos, Noodles, Manchurian, Peri Peri Fries, Chinese Bhel, Tacos","Chinese, Fast Food, Momos",200.0,Delivery
50304,Cafe Udupi Ruchi,Yes,No,4.0,140,Vijay Nagar,Quick Bites,"Badam Halwa, Butter Masala Dosa, Filter Coffee, Neer Dosa, Pasta, Tea, Biryani","South Indian, North Indian, Street Food",350.0,Delivery
50315,The Higher Taste Stores,Yes,No,3.8,121,Malleshwaram,"Quick Bites, Bakery","Paratha, Sandwiches, Sweet Lassi, Sandwich, Eggless Cake, Gulab Jamun, Bread Pakora","Fast Food, Bakery",300.0,Delivery
50335,Waffle Stories,Yes,No,3.9,360,Malleshwaram,Food Court,"Brownie Sundae, Nutella Waffle, Brownie Waffle, Choco Blast Waffles, Eggless Waffle, Chocolate Waffles, Crunchy Waffles",Desserts,300.0,Delivery
50358,Roll Over,Yes,No,3.8,75,Basaveshwara Nagar,Dessert Parlor,"Fries, Ice Cream Roll, Coffee, Brownie",Desserts,350.0,Delivery
50395,Malleshwaram Dosa Corner,Yes,No,4.4,109,Malleshwaram,Quick Bites,"Benne Masala Dosa, Aloo Palya",South Indian,120.0,Delivery
50421,By 2 Coffee,Yes,No,4.3,310,Vijay Nagar,Quick Bites,"Filter Coffee, Kharabath, Tea, Idli Vada, Khara Bhath, Kesari Bath, Crispy Vada",South Indian,100.0,Delivery
50446,Break Hour,Yes,No,4.0,97,Rajajinagar,Quick Bites,"Burgers, Nachos, Mocktails, Schezwan Momos, Paneer Manchurian, Paneer Noodles, Patiala Paneer","Chinese, Beverages",150.0,Delivery
50451,Quickie's,Yes,No,3.9,87,Seshadripuram,Quick Bites,"Maggi, Sandwiches, Rolls","Fast Food, Rolls",200.0,Delivery
50464,Surya Refreshments,Yes,No,3.9,41,Malleshwaram,Quick Bites,"Vada, Idli, Coffee, Kesari Bath",South Indian,150.0,Delivery
50519,Karnataka Bhel House,No,No,4.1,453,Basavanagudi,Quick Bites,"Masala Poori, Bhel Puri, Panipuri, Chaat, Dahipuri, Sev Puri, Dahi Aloo Puri",Street Food,100.0,Delivery
50521,Papanna's Biriyani,No,No,3.9,175,Basaveshwara Nagar,Quick Bites,"Lemon Chicken, Chicken Biryani","Biryani, South Indian",350.0,Delivery
50547,Natural Ice Cream,No,No,4.3,190,Malleshwaram,Dessert Parlor,"Coconut Ice Cream, Custard Apple, Choco Almond","Ice Cream, Beverages",200.0,Delivery
50591,Bansuri Sweets,No,No,3.5,49,Basaveshwara Nagar,"Sweet Shop, Quick Bites","Chaat, Pav Bhaji, Masala Poori, Vada Pav","Mithai, North Indian, Street Food",250.0,Delivery
50679,Pavitra Paradise,No,No,3.8,46,Basaveshwara Nagar,"Bakery, Dessert Parlor",Pizza,"Bakery, Desserts",200.0,Desserts
50685,Frozen Coast,No,No,3.9,108,Malleshwaram,Dessert Parlor,"Cheese Balls, French Fries, Sandwich, Oreo Ice Cream","Desserts, Ice Cream",250.0,Desserts
50686,Bun World,No,No,3.9,133,Malleshwaram,Bakery,"Sandwiches, Burgers, Hot Dog, Sandwich, Honey Cake, Pizza, Veg Cheese Burger","Bakery, Fast Food",250.0,Desserts
50787,Hotel Aditya,No,No,4.3,332,Rajajinagar,Quick Bites,"Chicken Biryani, Chicken Masala, Brain Fry, Chilli Chicken, Mutton Biryani, Nalli Fry, Chicken Fry","South Indian, Biryani",300.0,Dine-out
50969,Tango,No,No,3.8,51,Basaveshwara Nagar,Quick Bites,"Sandwiches, Cheese Sandwich",Fast Food,200.0,Dine-out
51019,Halli Mane,Yes,No,4.0,1196,Malleshwaram,Quick Bites,"Akki Rottis, Roti, Rava Idli, Filter Coffee, Pongal, Masala Dosa, Kokum Juice","South Indian, North Indian, Chinese",250.0,Dine-out
51025,Holige Mane,Yes,No,4.2,128,Malleshwaram,Quick Bites,"Badami Holige, Puran Poli",South Indian,100.0,Dine-out
51031,Mavalli Tiffin Room (MTR),No,No,4.3,356,Malleshwaram,Quick Bites,"Masala Dosa, Pongal, Bisi Bele Bhaath, Curd Vadai, Rava Idli, Filter Coffee, Idli Vada","South Indian, Beverages",300.0,Dine-out
51037,Bhairaveshwara Military Hotel,Yes,No,4.2,144,Malleshwaram,Quick Bites,Biryani,"South Indian, Hyderabadi",250.0,Dine-out
51047,Shuchi Ruchi,Yes,No,4.0,344,Malleshwaram,Quick Bites,"Aloo Palya, Masala Poori, Panipuri, Rolls, Chaat, Benne Dosa, Dahipuri","Chinese, North Indian, Street Food",350.0,Dine-out
51050,Hotel Janatha,No,No,4.1,750,Malleshwaram,Quick Bites,"Masala Dosa, Filter Coffee, Tea, Onion Dosa, Vada Sambar, Badam Milk, Badam Halwa",South Indian,150.0,Dine-out
51054,Chikkanna Tiffin Room,Yes,No,4.3,85,Seshadripuram,Quick Bites,"Masala Dosa, Coffee, Khali Dosa, Idli, Kali Dosa",South Indian,200.0,Dine-out
51086,Sri Sai Ram's,No,No,4.2,62,Malleshwaram,Quick Bites,"Chaat, Chips, Dahipuri, Masala Poori",Street Food,200.0,Dine-out
51097,Chaatimes,Yes,No,3.9,115,Malleshwaram,Quick Bites,"Dabeli, Masala Poori, Misal Pav, Dahipuri, Papdi Chaat, Panipuri, Pav Bhaji","Street Food, Fast Food",200.0,Dine-out
51207,Empire Juice Shop,No,No,2.7,43,Malleshwaram,Beverage Shop,Mosambi Juice,Juices,150.0,Dine-out
51423,Kalmane Koffees,No,No,3.6,47,Brigade Road,Cafe,"Filter Coffee, Cafe Mocha, Blueberry Muffin",Cafe,350.0,Cafes
51449,Donne Biriyani House,Yes,No,4.0,496,Indiranagar,Quick Bites,"Pepper Chicken, Chicken Biryani, Mutton Biryani",Biryani,300.0,Delivery
51456,Tadkawala,Yes,No,3.4,87,Vasanth Nagar,"Takeaway, Delivery","Veg Thali, Salad",North Indian,200.0,Delivery
51458,Punjabi Dhaba,Yes,No,3.4,360,Ejipura,Quick Bites,"Butter Chicken, Paratha",North Indian,350.0,Delivery
51479,Amritsari Kulcha Bite,Yes,No,3.9,116,Ulsoor,Quick Bites,"Lassi, Amritsari Kulcha, Chole",North Indian,150.0,Delivery
51494,Masala Central,Yes,No,3.8,79,Frazer Town,Quick Bites,"Sandwiches, Tea, Masala Chai, Pasta, Maggi, Sandwich, Chicken Burger",North Indian,300.0,Delivery
51633,Haji Ali Juice Centre,Yes,No,4.1,80,Commercial Street,"Quick Bites, Beverage Shop","Sandwiches, Rose Faluda, Pizza, Custard Apple Cream, Pav Bhaji","Fast Food, Pizza, Rolls, Beverages, Juices",350.0,Delivery
51669,Sreeraj Lassi Bar,Yes,No,3.9,62,Shanti Nagar,Beverage Shop,"Fruit Lassi, Sweet Lassi, Kulfi, Banana Split","Beverages, Desserts, Juices",150.0,Delivery
51679,Hatti Kaapi,Yes,No,3.8,33,Ulsoor,Quick Bites,"Filter Coffee, Vada","South Indian, Beverages",200.0,Delivery
51695,99 Pancakes,Yes,No,4.1,48,Church Street,Dessert Parlor,Nutella Pancakes,"Desserts, Ice Cream",300.0,Delivery
51726,Dev Sagar - Food Street,Yes,No,4.1,241,Basavanagudi,Quick Bites,"Chaat, Pav Bhaji, Dabeli, Vada Pav, Tawa Pulav, Panipuri, Malpua",Street Food,200.0,Delivery
51788,The Belgian Waffle Co.,Yes,No,3.8,82,Residency Road,Dessert Parlor,Waffles,"Desserts, Beverages",350.0,Delivery
51817,Mountain Spice,Yes,No,3.9,189,Koramangala 8th Block,Quick Bites,"Momos, Chicken Lollipop, Chicken Momo, Noodles, Chicken Thukpa",Chinese,200.0,Delivery
52172,Koshy's,No,No,3.6,55,Richmond Road,"Bakery, Quick Bites",Plum Cake,"Bakery, Fast Food",300.0,Desserts
52309,Chai Point,Yes,No,4.0,135,Residency Road,"Beverage Shop, Quick Bites","Banana Cake, Ginger Tea, Masala Chai, Samosa, Ginger Chai, Poha, Egg Puff","Fast Food, Beverages",250.0,Dine-out
52323,RS Shiv Sagar Express,Yes,No,4.0,67,Residency Road,Quick Bites,"Pav Bhaji, Kulfi, Chaat, Fries, Coffee, Chole Bhature, Paratha","South Indian, North Indian, Chinese, Fast Food",300.0,Dine-out
52547,MTR 1924,No,No,4.2,703,St. Marks Road,Quick Bites,"Filter Coffee, Rava Idli, Rava Masala Dosa, Vada, Raagi Dosa, Podi Dosa, Badam Halwa",South Indian,300.0,Dine-out
52689,Siddiqu Kabab Center,No,No,4.4,181,Richmond Road,Quick Bites,"Rolls, Beef Kabab, Seekh Kebab, Seekh Roll","Kebab, Rolls",250.0,Dine-out
52699,eat.fit,Yes,Yes,4.1,121,Church Street,Quick Bites,"Biryani, Tea","Healthy Food, North Indian, Biryani, Continental, Desserts",300.0,Dine-out
52701,Kentacky Chicken Corner,No,No,4.0,109,Richmond Road,Quick Bites,"Chicken Curry, Biryani, Chilli Chicken, Fry Prawns, Chicken Kebab","Andhra, South Indian",300.0,Dine-out
52722,Taste Of Tibet,No,No,4.1,343,Brigade Road,Quick Bites,"Thukpa, Vegetable Noodles, Steam Chicken Momos, Chowmein, Chicken Shaptra, Chicken Manchurian, Dumplings","Tibetan, Chinese, Momos",300.0,Dine-out
52887,Chikkanna Tiffin Room,No,No,4.5,207,City Market,Quick Bites,"Masala Dosa, Khali Dosa, Kali Dosa, Gini Dosa, Idli, Potato Masala, Coffee",South Indian,200.0,Dine-out
52966,Bharathi Refreshments,No,No,3.8,52,Wilson Garden,Quick Bites,"Pongal, Filter Coffee, Idli, Masala Dosa",South Indian,150.0,Dine-out
53181,Chaai Resto,Yes,No,4.0,34,Sarjapur Road,Cafe,"Chai, Ice Tea, Maggi, Poha, Chaai, Vada Pav, French Fries","Cafe, Rolls, Fast Food",200.0,Cafes
53214,Udupi Ruchi,Yes,No,3.8,244,Bellandur,Quick Bites,"Tea, Biryani","South Indian, North Indian, Chinese, Street Food",200.0,Delivery
53218,Best Of Bengal,Yes,No,3.8,234,Marathahalli,Quick Bites,"Gulab Jamun, Thali, Salad",Bengali,300.0,Delivery
